seq,t_us,rr_raw_ms,nn_ms,valid,corrected,metric_eligible,status,reason,hr_bpm,score,rescued,flags
54297,434936519,784.0,784.0,1,0,1,accepted,,78.1,0.9,0,9
54399,435752517,815.0,815.0,1,0,1,accepted,,76.5,0.91,0,9
54495,436520517,768.0,768.0,1,0,1,accepted,,77.3,0.889,0,9
54588,437264517,744.0,744.0,1,0,1,accepted,,78.1,0.885,0,9
54671,437928517,664.0,664.0,1,0,1,accepted,,78.9,0.85,0,9
54758,438624517,696.0,696.0,1,0,1,accepted,,79.8,0.897,0,9
54838,439264517,640.0,640.0,1,0,1,accepted,,79.8,0.849,0,9
54920,439920517,656.0,656.0,1,0,1,accepted,,80.6,0.885,0,9
55012,440656517,736.0,736.0,1,0,1,accepted,,81.5,0.903,0,9
55101,441368521,712.0,712.0,1,0,1,accepted,,84.3,0.89,0,9
55192,442096517,727.0,727.0,1,0,1,accepted,,84.3,0.897,0,9
55275,442760517,664.0,664.0,1,0,1,accepted,,86.2,0.869,0,9
55371,443528517,768.0,768.0,1,0,1,accepted,,86.2,0.868,0,9
55463,444264517,736.0,736.0,1,0,1,accepted,,84.3,0.885,0,9
55554,444992517,728.0,728.0,1,0,1,accepted,,82.5,0.886,0,9
55644,445712517,720.0,720.0,1,0,1,accepted,,82.5,0.894,0,9
55736,446448517,736.0,736.0,1,0,1,accepted,,82.4,0.893,0,9
55826,447168517,720.0,720.0,1,0,1,accepted,,82.5,0.888,0,9
55918,447904517,736.0,736.0,1,0,1,accepted,,82.4,0.9,0,9
56010,448640517,736.0,736.0,1,0,1,accepted,,81.5,0.91,0,9
56106,449408517,768.0,768.0,1,0,1,accepted,,81.5,0.889,0,9
56197,450136517,728.0,728.0,1,0,1,accepted,,81.5,0.897,0,9
56291,450888517,752.0,752.0,1,0,1,accepted,,81.5,0.911,0,9
56386,451648517,760.0,760.0,1,0,1,accepted,,81.5,0.897,0,9
56480,452400517,752.0,752.0,1,0,1,accepted,,81.5,0.902,0,9
56572,453136517,736.0,736.0,1,0,1,accepted,,81.5,0.891,0,9
56664,453872517,736.0,736.0,1,0,1,accepted,,81.5,0.892,0,9
56757,454616517,744.0,744.0,1,0,1,accepted,,80.6,0.902,0,9
56851,455368517,752.0,752.0,1,0,1,accepted,,79.8,0.906,0,9
56943,456104517,736.0,736.0,1,0,1,accepted,,80.6,0.908,0,9
57039,456872517,768.0,768.0,1,0,1,accepted,,79.8,0.898,0,9
57136,457648517,776.0,776.0,1,0,1,accepted,,79.8,0.906,0,9
57232,458416517,768.0,768.0,1,0,1,accepted,,79.8,0.907,0,9
57325,459160517,744.0,744.0,1,0,1,accepted,,80.6,0.891,0,9
57412,459856517,696.0,696.0,1,0,1,accepted,,80.6,0.875,0,9
57503,460584517,728.0,728.0,1,0,1,accepted,,80.6,0.916,0,9
57596,461328517,744.0,744.0,1,0,1,accepted,,80.6,0.91,0,9
57689,462072517,744.0,744.0,1,0,1,accepted,,80.6,0.918,0,9
57786,462848517,776.0,776.0,1,0,1,accepted,,80.6,0.888,0,9
57882,463616517,768.0,768.0,1,0,1,accepted,,80.6,0.894,0,9
57975,464360517,744.0,744.0,1,0,1,accepted,,80.6,0.904,0,9
58073,465144517,784.0,784.0,1,0,1,accepted,,80.6,0.913,0,9
58172,465936518,792.0,792.0,1,0,1,accepted,,80.6,0.887,0,9
58266,466688517,751.0,751.0,1,0,1,accepted,,79.9,0.889,0,9
58358,467424521,736.0,736.0,1,0,1,accepted,,79.9,0.895,0,9
58450,468160519,735.0,735.0,1,0,1,accepted,,79.9,0.91,0,9
58542,468896517,735.0,735.0,1,0,1,accepted,,79.9,0.914,0,9
58636,469648517,752.0,752.0,1,0,1,accepted,,79.9,0.915,0,9
58731,470408517,760.0,760.0,1,0,1,accepted,,79.9,0.901,0,9
58823,471144517,736.0,736.0,1,0,1,accepted,,79.9,0.888,0,9
58912,471856517,712.0,712.0,1,0,1,accepted,,81.5,0.894,0,9
59004,472592517,736.0,736.0,1,0,1,accepted,,81.5,0.917,0,9
59095,473320517,728.0,728.0,1,0,1,accepted,,81.5,0.938,0,9
59196,474128517,808.0,808.0,1,0,1,accepted,,81.5,0.855,0,9
59288,474864517,736.0,736.0,1,0,1,accepted,,81.5,0.873,0,9
59368,475504519,640.0,640.0,1,0,1,accepted,,81.5,0.822,0,9
59447,476136517,631.0,631.0,1,0,1,accepted,,81.5,0.855,0,9
59525,476760517,624.0,624.0,1,0,1,accepted,,82.4,0.855,0,9
59611,477448518,688.0,688.0,1,0,1,accepted,,84.3,0.897,0,9
59700,478160517,711.0,711.0,1,0,1,accepted,,84.4,0.908,0,9
59787,478856517,696.0,696.0,1,0,1,accepted,,86.2,0.914,0,9
59875,479560517,704.0,704.0,1,0,1,accepted,,86.2,0.919,0,9
59961,480248519,688.0,688.0,1,0,1,accepted,,87.2,0.908,0,9
60044,480912517,663.0,663.0,1,0,1,accepted,,87.2,0.903,0,9
60123,481544521,632.0,632.0,1,0,1,accepted,,87.2,0.886,0,9
60200,482160517,615.0,615.0,1,0,1,accepted,,87.2,0.898,0,9
60281,482808517,648.0,648.0,1,0,1,accepted,,87.2,0.911,0,9
60371,483528517,720.0,720.0,1,0,1,accepted,,87.2,0.907,0,9
60461,484248519,720.0,720.0,1,0,1,accepted,,87.2,0.899,0,9
60549,484952517,703.0,703.0,1,0,1,accepted,,87.2,0.903,0,9
60640,485680517,728.0,728.0,1,0,1,accepted,,87.2,0.905,0,9
60735,486440517,760.0,760.0,1,0,1,accepted,,85.3,0.892,0,9
60833,487224519,784.0,784.0,1,0,1,accepted,,83.3,0.877,0,9
60930,488000517,775.0,775.0,1,0,1,accepted,,83.3,0.89,0,9
61033,488824521,824.0,824.0,1,0,1,accepted,,82.4,0.865,0,9
61139,489672517,847.0,847.0,1,0,1,accepted,,78.9,0.852,0,9
61242,490496519,824.0,824.0,1,0,1,accepted,,77.4,0.886,0,9
61340,491280517,783.0,783.0,1,0,1,accepted,,76.6,0.895,0,9
61439,492072517,792.0,792.0,1,0,1,accepted,,76.5,0.913,0,9
61538,492864517,792.0,792.0,1,0,1,accepted,,75.8,0.905,0,9
61634,493632519,768.0,768.0,1,0,1,accepted,,75.8,0.89,0,9
61727,494376517,743.0,743.0,1,0,1,accepted,,75.8,0.891,0,9
61820,495120517,744.0,744.0,1,0,1,accepted,,75.8,0.903,0,9
61914,495872517,752.0,752.0,1,0,1,accepted,,76.6,0.908,0,9
62010,496640517,768.0,768.0,1,0,1,accepted,,78.1,0.902,0,9
62102,497376519,736.0,736.0,1,0,1,accepted,,78.1,0.889,0,9
62192,498096517,719.0,719.0,1,0,1,accepted,,79.8,0.897,0,9
62283,498824517,728.0,728.0,1,0,1,accepted,,80.6,0.903,0,9
62374,499552517,728.0,728.0,1,0,1,accepted,,80.8,0.912,0,9
62464,500272517,720.0,720.0,1,0,1,accepted,,81.5,0.906,0,9
62553,500984517,712.0,712.0,1,0,1,accepted,,82.4,0.902,0,9
62640,501680517,696.0,696.0,1,0,1,accepted,,82.4,0.906,0,9
62731,502408521,728.0,728.0,1,0,1,accepted,,82.4,0.912,0,9
62822,503136517,727.0,727.0,1,0,1,accepted,,82.5,0.91,0,9
62913,503864517,728.0,728.0,1,0,1,accepted,,82.5,0.907,0,9
63002,504576517,712.0,712.0,1,0,1,accepted,,82.5,0.903,0,9
63091,505288517,712.0,712.0,1,0,1,accepted,,83.3,0.906,0,9
63179,505992517,704.0,704.0,1,0,1,accepted,,84.3,0.906,0,9
63268,506704519,712.0,712.0,1,0,1,accepted,,84.3,0.911,0,9
63353,507384517,679.0,679.0,1,0,1,accepted,,84.3,0.902,0,9
63441,508088519,704.0,704.0,1,0,1,accepted,,84.3,0.909,0,9
63530,508800517,711.0,711.0,1,0,1,accepted,,84.3,0.916,0,9
63617,509496517,696.0,696.0,1,0,1,accepted,,84.4,0.908,0,9
63705,510200517,704.0,704.0,1,0,1,accepted,,85.2,0.91,0,9
63792,510896517,696.0,696.0,1,0,1,accepted,,85.2,0.902,0,9
63879,511592517,696.0,696.0,1,0,1,accepted,,85.2,0.914,0,9
63968,512304517,712.0,712.0,1,0,1,accepted,,85.2,0.912,0,9
64057,513016517,712.0,712.0,1,0,1,accepted,,85.2,0.911,0,9
64146,513728517,712.0,712.0,1,0,1,accepted,,85.2,0.906,0,9
64235,514440517,712.0,712.0,1,0,1,accepted,,84.4,0.914,0,9
64326,515168519,728.0,728.0,1,0,1,accepted,,84.3,0.908,0,9
64417,515896517,727.0,727.0,1,0,1,accepted,,84.3,0.903,0,9
64507,516616517,720.0,720.0,1,0,1,accepted,,84.3,0.91,0,9
64595,517320517,704.0,704.0,1,0,1,accepted,,84.3,0.895,0,9
64678,517984517,664.0,664.0,1,0,1,accepted,,84.3,0.882,0,9
64767,518696517,712.0,712.0,1,0,1,accepted,,84.3,0.918,0,9
64857,519416517,720.0,720.0,1,0,1,accepted,,84.3,0.908,0,9
64947,520136517,720.0,720.0,1,0,1,accepted,,83.3,0.904,0,9
65038,520864517,728.0,728.0,1,0,1,accepted,,83.3,0.897,0,9
65128,521584517,720.0,720.0,1,0,1,accepted,,83.3,0.907,0,9
65223,522344518,760.0,760.0,1,0,1,accepted,,83.3,0.908,0,9
65319,523112517,767.0,767.0,1,0,1,accepted,,83.3,0.903,0,9
65415,523880517,768.0,768.0,1,0,1,accepted,,83.3,0.894,0,9
65506,524608517,728.0,728.0,1,0,1,accepted,,82.4,0.902,0,9
65595,525320517,712.0,712.0,1,0,1,accepted,,82.4,0.908,0,9
65684,526032517,712.0,712.0,1,0,1,accepted,,82.4,0.913,0,9
65773,526744519,712.0,712.0,1,0,1,accepted,,82.4,0.911,0,9
65861,527448517,703.0,703.0,1,0,1,accepted,,83.3,0.899,0,9
65950,528160517,712.0,712.0,1,0,1,accepted,,84.3,0.908,0,9
66039,528872517,712.0,712.0,1,0,1,accepted,,84.3,0.915,0,9
66129,529592517,720.0,720.0,1,0,1,accepted,,84.3,0.912,0,9
66218,530304517,712.0,712.0,1,0,1,accepted,,84.3,0.906,0,9
66305,531000517,696.0,696.0,1,0,1,accepted,,84.3,0.902,0,9
66391,531688517,688.0,688.0,1,0,1,accepted,,84.3,0.907,0,9
66478,532384517,696.0,696.0,1,0,1,accepted,,84.3,0.916,0,9
66565,533080517,696.0,696.0,1,0,1,accepted,,85.3,0.909,0,9
66653,533784517,704.0,704.0,1,0,1,accepted,,85.2,0.903,0,9
66737,534456517,672.0,672.0,1,0,1,accepted,,86.2,0.893,0,9
66824,535152517,696.0,696.0,1,0,1,accepted,,86.2,0.911,0,9
66909,535832517,680.0,680.0,1,0,1,accepted,,86.2,0.905,0,9
66996,536528517,696.0,696.0,1,0,1,accepted,,86.2,0.905,0,9
67080,537200517,672.0,672.0,1,0,1,accepted,,86.2,0.9,0,9
67166,537888518,688.0,688.0,1,0,1,accepted,,86.2,0.906,0,9
67253,538584517,695.0,695.0,1,0,1,accepted,,86.3,0.904,0,9
67342,539296520,712.0,712.0,1,0,1,accepted,,86.3,0.909,0,9
67431,540008517,711.0,711.0,1,0,1,accepted,,86.3,0.9,0,9
67520,540720519,712.0,712.0,1,0,1,accepted,,86.2,0.913,0,9
67610,541440519,720.0,720.0,1,0,1,accepted,,86.2,0.908,0,9
67701,542168519,728.0,728.0,1,0,1,accepted,,84.4,0.909,0,9
67795,542920517,751.0,751.0,1,0,1,accepted,,84.3,0.902,0,9
67889,543672517,752.0,752.0,1,0,1,accepted,,84.3,0.894,0,9
67979,544392518,720.0,720.0,1,0,1,accepted,,83.3,0.904,0,9
68068,545104517,711.0,711.0,1,0,1,accepted,,83.3,0.918,0,9
68157,545816517,712.0,712.0,1,0,1,accepted,,83.3,0.893,0,9
68238,546464517,648.0,648.0,1,0,1,accepted,,83.3,0.872,0,9
68320,547120519,656.0,656.0,1,0,1,accepted,,83.3,0.89,0,9
68405,547800517,679.0,679.0,1,0,1,accepted,,84.3,0.915,0,9
68492,548496517,696.0,696.0,1,0,1,accepted,,84.4,0.913,0,9
68579,549192517,696.0,696.0,1,0,1,accepted,,86.2,0.908,0,9
68667,549896517,704.0,704.0,1,0,1,accepted,,86.2,0.903,0,9
68750,550560521,664.0,664.0,1,0,1,accepted,,86.2,0.898,0,9
68836,551248519,687.0,687.0,1,0,1,accepted,,87.3,0.91,0,9
68919,551912517,663.0,663.0,1,0,1,accepted,,88.4,0.906,0,9
69000,552560517,648.0,648.0,1,0,1,accepted,,88.4,0.897,0,9
69083,553224517,664.0,664.0,1,0,1,accepted,,88.4,0.916,0,9
69167,553896517,672.0,672.0,1,0,1,accepted,,89.3,0.919,0,9
69245,554520517,624.0,624.0,1,0,1,accepted,,90.4,0.888,0,9
69322,555136517,616.0,616.0,1,0,1,accepted,,90.4,0.875,0,9
69398,555744517,608.0,608.0,1,0,1,accepted,,90.5,0.856,0,9
69476,556368517,624.0,624.0,1,0,1,accepted,,92.6,0.885,0,9
69552,556976519,608.0,608.0,1,0,1,accepted,,96.2,0.896,0,9
69632,557616521,640.0,640.0,1,0,1,accepted,,96.2,0.912,0,9
69715,558280517,663.0,663.0,1,0,1,accepted,,96.2,0.906,0,9
69801,558968517,688.0,688.0,1,0,1,accepted,,96.2,0.894,0,9
69893,559704517,736.0,736.0,1,0,1,accepted,,96.2,0.841,0,9
69986,560448517,744.0,744.0,1,0,1,accepted,,93.8,0.833,0,9
70077,561176517,728.0,728.0,1,0,1,accepted,,90.5,0.876,0,9
70169,561912517,736.0,736.0,1,0,1,accepted,,87.2,0.887,0,9
70262,562656517,744.0,744.0,1,0,1,accepted,,82.4,0.895,0,9
70354,563392519,736.0,736.0,1,0,1,accepted,,81.5,0.906,0,9
70446,564128522,736.0,736.0,1,0,1,accepted,,81.5,0.908,0,9
70536,564848517,719.0,719.0,1,0,1,accepted,,81.5,0.914,0,9
70629,565592517,744.0,744.0,1,0,1,accepted,,81.5,0.918,0,9
70725,566360517,768.0,768.0,1,0,1,accepted,,81.5,0.907,0,9
70819,567112517,752.0,752.0,1,0,1,accepted,,81.5,0.904,0,9
70913,567864517,752.0,752.0,1,0,1,accepted,,80.6,0.907,0,9
71007,568616517,752.0,752.0,1,0,1,accepted,,80.6,0.912,0,9
71098,569344521,728.0,728.0,1,0,1,accepted,,80.6,0.909,0,9
71187,570056517,711.0,711.0,1,0,1,accepted,,80.6,0.899,0,9
71275,570760519,704.0,704.0,1,0,1,accepted,,80.6,0.894,0,9
71364,571472517,711.0,711.0,1,0,1,accepted,,80.6,0.913,0,9
71457,572216517,744.0,744.0,1,0,1,accepted,,80.6,0.911,0,9
71548,572944517,728.0,728.0,1,0,1,accepted,,82.4,0.908,0,9
71640,573680517,736.0,736.0,1,0,1,accepted,,82.4,0.901,0,9
71732,574416517,736.0,736.0,1,0,1,accepted,,82.4,0.902,0,9
71823,575144517,728.0,728.0,1,0,1,accepted,,82.4,0.906,0,9
71909,575832517,688.0,688.0,1,0,1,accepted,,82.4,0.895,0,9
71997,576536517,704.0,704.0,1,0,1,accepted,,82.4,0.906,0,9
72085,577240517,704.0,704.0,1,0,1,accepted,,82.4,0.907,0,9
72177,577976516,735.0,735.0,1,0,1,accepted,,82.4,0.907,0,9
72267,578696517,720.0,720.0,1,0,1,accepted,,82.4,0.902,0,9
72356,579408517,712.0,712.0,1,0,1,accepted,,83.3,0.894,0,9
72447,580136518,728.0,728.0,1,0,1,accepted,,83.3,0.913,0,9
72537,580856517,719.0,719.0,1,0,1,accepted,,83.4,0.906,0,9
72627,581576517,720.0,720.0,1,0,1,accepted,,83.4,0.901,0,9
72710,582240517,664.0,664.0,1,0,1,accepted,,83.4,0.882,0,9
72795,582920517,680.0,680.0,1,0,1,accepted,,83.4,0.913,0,9
72880,583600517,680.0,680.0,1,0,1,accepted,,83.4,0.905,0,9
72966,584288517,688.0,688.0,1,0,1,accepted,,84.3,0.906,0,9
73050,584960519,672.0,672.0,1,0,1,accepted,,87.2,0.907,0,9
73135,585640517,679.0,679.0,1,0,1,accepted,,88.2,0.918,0,9
73222,586336517,696.0,696.0,1,0,1,accepted,,88.2,0.915,0,9
73311,587048517,712.0,712.0,1,0,1,accepted,,88.2,0.914,0,9
73400,587760517,712.0,712.0,1,0,1,accepted,,88.2,0.903,0,9
73483,588424519,664.0,664.0,1,0,1,accepted,,88.2,0.896,0,9
73569,589112517,687.0,687.0,1,0,1,accepted,,87.3,0.917,0,9
73654,589792517,680.0,680.0,1,0,1,accepted,,87.3,0.922,0,9
73743,590504517,712.0,712.0,1,0,1,accepted,,87.3,0.902,0,9
73834,591232517,728.0,728.0,1,0,1,accepted,,86.2,0.903,0,9
73918,591904520,672.0,672.0,1,0,1,accepted,,86.2,0.885,0,9
74008,592624517,719.0,719.0,1,0,1,accepted,,84.3,0.909,0,9
74097,593336517,712.0,712.0,1,0,1,accepted,,84.3,0.914,0,9
74187,594056517,720.0,720.0,1,0,1,accepted,,84.3,0.91,0,9
74276,594768517,712.0,712.0,1,0,1,accepted,,84.3,0.896,0,9
74359,595432519,664.0,664.0,1,0,1,accepted,,84.3,0.889,0,9
74444,596112517,679.0,679.0,1,0,1,accepted,,84.3,0.898,0,9
74533,596824519,712.0,712.0,1,0,1,accepted,,84.3,0.914,0,9
74619,597512517,687.0,687.0,1,0,1,accepted,,84.3,0.916,0,9
74703,598184517,672.0,672.0,1,0,1,accepted,,84.3,0.899,0,9
74787,598856519,672.0,672.0,1,0,1,accepted,,87.3,0.911,0,9
74872,599536519,680.0,680.0,1,0,1,accepted,,88.2,0.917,0,9
74960,600240519,704.0,704.0,1,0,1,accepted,,88.2,0.909,0,9
75046,600928517,687.0,687.0,1,0,1,accepted,,88.2,0.906,0,9
75131,601608519,680.0,680.0,1,0,1,accepted,,88.2,0.902,0,9
75213,602264517,655.0,655.0,1,0,1,accepted,,88.2,0.903,0,9
75298,602944517,680.0,680.0,1,0,1,accepted,,88.2,0.915,0,9
75384,603632517,688.0,688.0,1,0,1,accepted,,88.2,0.909,0,9
75471,604328517,696.0,696.0,1,0,1,accepted,,88.2,0.904,0,9
75556,605008517,680.0,680.0,1,0,1,accepted,,88.2,0.908,0,9
75644,605712517,704.0,704.0,1,0,1,accepted,,87.3,0.915,0,9
75730,606400517,688.0,688.0,1,0,1,accepted,,87.3,0.909,0,9
75813,607064517,664.0,664.0,1,0,1,accepted,,88.2,0.9,0,9
75898,607744517,680.0,680.0,1,0,1,accepted,,88.2,0.907,0,9
75982,608416517,672.0,672.0,1,0,1,accepted,,88.2,0.916,0,9
76069,609112517,696.0,696.0,1,0,1,accepted,,87.2,0.907,0,9
76154,609792517,680.0,680.0,1,0,1,accepted,,88.2,0.896,0,9
76241,610488517,696.0,696.0,1,0,1,accepted,,88.2,0.907,0,9
76331,611208517,720.0,720.0,1,0,1,accepted,,87.2,0.905,0,9
76424,611952521,744.0,744.0,1,0,1,accepted,,87.2,0.894,0,9
76519,612712517,759.0,759.0,1,0,1,accepted,,86.2,0.881,0,9
76614,613472517,760.0,760.0,1,0,1,accepted,,86.2,0.882,0,9
76710,614240519,768.0,768.0,1,0,1,accepted,,83.3,0.885,0,9
76806,615008521,768.0,768.0,1,0,1,accepted,,80.6,0.896,0,9
76900,615760522,752.0,752.0,1,0,1,accepted,,79.8,0.89,0,9
76991,616488517,727.0,727.0,1,0,1,accepted,,79.8,0.896,0,9
77084,617232517,744.0,744.0,1,0,1,accepted,,79.8,0.909,0,9
77177,617976517,744.0,744.0,1,0,1,accepted,,79.8,0.912,0,9
77271,618728517,752.0,752.0,1,0,1,accepted,,79.8,0.899,0,9
77362,619456518,728.0,728.0,1,0,1,accepted,,79.8,0.896,0,9
77452,620176517,719.0,719.0,1,0,1,accepted,,80.6,0.911,0,9
77543,620904517,728.0,728.0,1,0,1,accepted,,80.6,0.91,0,9
77637,621656517,752.0,752.0,1,0,1,accepted,,80.6,0.91,0,9
77734,622432518,776.0,776.0,1,0,1,accepted,,80.6,0.905,0,9
77825,623160517,727.0,727.0,1,0,1,accepted,,80.6,0.901,0,9
77915,623880518,720.0,720.0,1,0,1,accepted,,82.4,0.906,0,9
78007,624616517,735.0,735.0,1,0,1,accepted,,82.4,0.908,0,9
78102,625376517,760.0,760.0,1,0,1,accepted,,82.4,0.899,0,9
78198,626144519,768.0,768.0,1,0,1,accepted,,81.6,0.898,0,9
78295,626920517,775.0,775.0,1,0,1,accepted,,79.8,0.903,0,9
78393,627704517,784.0,784.0,1,0,1,accepted,,78.9,0.905,0,9
78490,628480519,776.0,776.0,1,0,1,accepted,,78.1,0.904,0,9
78585,629240517,759.0,759.0,1,0,1,accepted,,78.9,0.903,0,9
78678,629984517,744.0,744.0,1,0,1,accepted,,78.9,0.902,0,9
78772,630736517,752.0,752.0,1,0,1,accepted,,78.9,0.904,0,9
78864,631472521,736.0,736.0,1,0,1,accepted,,78.9,0.91,0,9
78956,632208521,736.0,736.0,1,0,1,accepted,,79.1,0.905,0,9
79045,632920517,711.0,711.0,1,0,1,accepted,,79.8,0.887,0,9
79131,633608517,688.0,688.0,1,0,1,accepted,,80.6,0.891,0,9
79220,634320521,712.0,712.0,1,0,1,accepted,,81.5,0.916,0,9
79310,635040521,720.0,720.0,1,0,1,accepted,,81.5,0.919,0,9
79403,635784517,743.0,743.0,1,0,1,accepted,,81.5,0.909,0,9
79495,636520518,736.0,736.0,1,0,1,accepted,,81.5,0.902,0,9
79586,637248517,727.0,727.0,1,0,1,accepted,,82.5,0.906,0,9
79678,637984517,736.0,736.0,1,0,1,accepted,,82.5,0.914,0,9
79772,638736517,752.0,752.0,1,0,1,accepted,,82.5,0.915,0,9
79867,639496517,760.0,760.0,1,0,1,accepted,,81.5,0.902,0,9
79960,640240517,744.0,744.0,1,0,1,accepted,,81.5,0.9,0,9
80054,640992517,752.0,752.0,1,0,1,accepted,,80.8,0.901,0,9
80149,641752517,760.0,760.0,1,0,1,accepted,,80.6,0.907,0,9
80245,642520517,768.0,768.0,1,0,1,accepted,,79.8,0.909,0,9
80340,643280519,760.0,760.0,1,0,1,accepted,,79.8,0.904,0,9
80434,644032517,751.0,751.0,1,0,1,accepted,,79.8,0.893,0,9
80527,644776517,744.0,744.0,1,0,1,accepted,,79.8,0.903,0,9
80621,645528517,752.0,752.0,1,0,1,accepted,,79.8,0.908,0,9
80715,646280517,752.0,752.0,1,0,1,accepted,,79.8,0.918,0,9
80809,647032517,752.0,752.0,1,0,1,accepted,,79.8,0.897,0,9
80901,647768517,736.0,736.0,1,0,1,accepted,,79.8,0.894,0,9
80991,648488517,720.0,720.0,1,0,1,accepted,,79.8,0.895,0,9
81081,649208517,720.0,720.0,1,0,1,accepted,,79.9,0.906,0,9
81172,649936517,728.0,728.0,1,0,1,accepted,,80.6,0.91,0,9
81263,650664517,728.0,728.0,1,0,1,accepted,,81.5,0.917,0,9
81354,651392517,728.0,728.0,1,0,1,accepted,,82.4,0.909,0,9
81444,652112517,720.0,720.0,1,0,1,accepted,,82.4,0.909,0,9
81535,652840517,728.0,728.0,1,0,1,accepted,,82.4,0.911,0,9
81627,653576517,736.0,736.0,1,0,1,accepted,,82.4,0.915,0,9
81720,654320517,744.0,744.0,1,0,1,accepted,,82.4,0.903,0,9
81809,655032517,712.0,712.0,1,0,1,accepted,,82.4,0.896,0,9
81894,655712517,680.0,680.0,1,0,1,accepted,,82.4,0.877,0,9
81980,656400517,688.0,688.0,1,0,1,accepted,,82.4,0.908,0,9
82067,657096517,696.0,696.0,1,0,1,accepted,,83.3,0.91,0,9
82155,657800517,704.0,704.0,1,0,1,accepted,,84.3,0.918,0,9
82242,658496517,696.0,696.0,1,0,1,accepted,,85.2,0.901,0,9
82324,659152519,656.0,656.0,1,0,1,accepted,,86.2,0.89,0,9
82410,659840517,687.0,687.0,1,0,1,accepted,,86.2,0.916,0,9
82496,660528517,688.0,688.0,1,0,1,accepted,,87.2,0.916,0,9
82582,661216517,688.0,688.0,1,0,1,accepted,,87.2,0.91,0,9
82667,661896517,680.0,680.0,1,0,1,accepted,,87.2,0.901,0,9
82751,662568517,672.0,672.0,1,0,1,accepted,,87.2,0.906,0,9
82837,663256517,688.0,688.0,1,0,1,accepted,,87.2,0.912,0,9
82922,663936517,680.0,680.0,1,0,1,accepted,,87.3,0.91,0,9
83002,664576517,640.0,640.0,1,0,1,accepted,,88.2,0.899,0,9
83085,665240517,664.0,664.0,1,0,1,accepted,,88.2,0.912,0,9
83169,665912517,672.0,672.0,1,0,1,accepted,,88.2,0.906,0,9
83252,666576517,664.0,664.0,1,0,1,accepted,,89.3,0.903,0,9
83333,667224517,648.0,648.0,1,0,1,accepted,,89.3,0.899,0,9
83411,667848517,624.0,624.0,1,0,1,accepted,,90.4,0.898,0,9
83489,668472517,624.0,624.0,1,0,1,accepted,,90.4,0.897,0,9
83574,669152517,680.0,680.0,1,0,1,accepted,,90.4,0.916,0,9
83664,669872517,720.0,720.0,1,0,1,accepted,,90.4,0.905,0,9
83763,670664517,792.0,792.0,1,0,1,accepted,,90.4,0.829,0,9
83864,671472518,808.0,0.0,0,0,0,local_outlier,局部 RR 异常,89.3,0.813,0,9
83957,672216517,743.0,743.0,1,0,1,accepted,,88.2,0.879,0,9
84047,672936517,720.0,720.0,1,0,1,accepted,,83.3,0.887,0,9
84137,673656517,720.0,720.0,1,0,1,accepted,,83.3,0.907,0,9
84227,674376517,720.0,720.0,1,0,1,accepted,,83.3,0.906,0,9
84314,675072517,696.0,696.0,1,0,1,accepted,,83.3,0.902,0,9
84397,675736517,664.0,664.0,1,0,1,accepted,,83.3,0.885,0,9
84483,676424517,688.0,688.0,1,0,1,accepted,,83.3,0.914,0,9
84567,677096517,672.0,672.0,1,0,1,accepted,,83.3,0.903,0,9
84653,677784519,688.0,688.0,1,0,1,accepted,,86.2,0.904,0,9
84737,678456517,671.0,671.0,1,0,1,accepted,,87.2,0.899,0,9
84820,679120517,664.0,664.0,1,0,1,accepted,,87.2,0.895,0,9
84903,679784519,664.0,664.0,1,0,1,accepted,,89.3,0.899,0,9
84985,680440522,656.0,656.0,1,0,1,accepted,,89.4,0.905,0,9
85066,681088517,647.0,647.0,1,0,1,accepted,,90.4,0.901,0,9
85146,681728523,640.0,640.0,1,0,1,accepted,,90.4,0.897,0,9
85228,682384520,655.0,655.0,1,0,1,accepted,,90.4,0.906,0,9
85310,683040517,655.0,655.0,1,0,1,accepted,,91.5,0.905,0,9
85392,683696517,656.0,656.0,1,0,1,accepted,,91.5,0.906,0,9
85473,684344520,648.0,648.0,1,0,1,accepted,,91.6,0.906,0,9
85556,685008519,663.0,663.0,1,0,1,accepted,,91.6,0.906,0,9
85638,685664517,655.0,655.0,1,0,1,accepted,,91.6,0.914,0,9
85722,686336517,672.0,672.0,1,0,1,accepted,,91.6,0.918,0,9
85806,687008517,672.0,672.0,1,0,1,accepted,,91.6,0.903,0,9
85885,687640517,632.0,632.0,1,0,1,accepted,,91.6,0.886,0,9
85966,688288517,648.0,648.0,1,0,1,accepted,,91.6,0.91,0,9
86048,688944517,656.0,656.0,1,0,1,accepted,,91.5,0.903,0,9
86128,689584517,640.0,640.0,1,0,1,accepted,,91.6,0.917,0,9
