seq,t_us,rr_ms,hr_bpm,score,flags
292265,2338676512,1072.0,77.3,0.878,9
292335,2339236512,560.0,77.3,0.581,9
292446,2340124511,887.0,75.1,0.671,9
292538,2340860511,736.0,75.1,0.651,9
292627,2341572511,712.0,75.1,0.556,9
292737,2342452513,880.0,75.1,0.647,9
292826,2343164512,711.0,81.5,0.629,9
292927,2343972513,808.0,81.5,0.585,9
293043,2344900512,927.0,74.3,0.688,9
293151,2345764510,863.0,74.3,0.662,9
293240,2346476511,712.0,74.3,0.636,9
293354,2347388510,911.0,74.3,0.655,9
293453,2348180511,792.0,74.3,0.653,9
293560,2349036512,856.0,70.1,0.657,9
293665,2349876511,839.0,71.5,0.669,9
293750,2350556511,680.0,71.5,0.604,9
293863,2351460511,904.0,70.1,0.65,9
293949,2352148511,688.0,71.5,0.512,9
294080,2353196511,1048.0,71.5,0.899,9
294178,2353980515,784.0,71.5,0.927,9
294278,2354780511,799.0,75.1,0.896,9
294382,2355612511,832.0,72.1,0.888,9
294485,2356436512,824.0,72.8,0.913,9
294584,2357228510,791.0,75.1,0.878,9
294684,2358028511,800.0,75.0,0.888,9
294787,2358852511,824.0,75.0,0.898,9
294879,2359588511,736.0,75.0,0.902,9
294977,2360372512,784.0,75.1,0.881,9
295073,2361140511,767.0,75.1,0.867,9
295168,2361900512,760.0,75.9,0.815,9
295264,2362668510,767.0,76.5,0.832,9
295360,2363436512,768.0,78.1,0.85,9
295458,2364220511,783.0,78.1,0.856,9
295566,2365084513,864.0,78.1,0.901,9
295644,2365708514,624.0,78.2,0.569,9
295748,2366540511,831.0,78.1,0.628,9
295831,2367204511,664.0,78.2,0.494,9
295937,2368052511,848.0,78.1,0.572,9
296043,2368900511,848.0,76.6,0.605,9
296140,2369676511,776.0,76.6,0.668,9
296247,2370532511,856.0,72.2,0.648,9
296347,2371332511,800.0,72.2,0.668,9
296452,2372172511,840.0,72.2,0.657,9
296562,2373052512,880.0,71.4,0.635,9
296667,2373892511,839.0,71.4,0.685,9
296765,2374676513,784.0,71.4,0.654,9
296874,2375548511,871.0,71.4,0.644,9
297013,2376660510,1111.0,71.4,0.48,9
297102,2377372514,712.0,71.4,0.674,9
297205,2378196511,823.0,71.5,0.637,9
297352,2379372511,1176.0,71.4,0.587,9
297408,2379820511,448.0,71.5,0.648,9
297511,2380644511,824.0,72.8,0.638,9
297643,2381700510,1055.0,72.8,0.733,9
297729,2382388511,688.0,72.8,0.828,9
297814,2383068512,680.0,72.9,0.9,9
297881,2383604512,536.0,84.3,0.557,9
297975,2384356511,751.0,79.9,0.687,9
298071,2385124512,768.0,79.9,0.651,9
298159,2385828512,704.0,85.2,0.621,9
298267,2386692511,863.0,79.9,0.638,9
298375,2387556511,864.0,79.9,0.544,9
298427,2387972511,416.0,85.2,0.784,9
298535,2388836511,864.0,79.9,0.921,9
298643,2389700511,864.0,78.1,0.91,9
298744,2390508511,808.0,74.3,0.898,9
298846,2391324511,816.0,73.5,0.907,9
298954,2392188511,864.0,69.5,0.923,9
299060,2393036511,848.0,69.5,0.887,9
299166,2393884511,848.0,70.8,0.905,9
299277,2394772511,888.0,70.8,0.917,9
299384,2395628511,856.0,70.1,0.881,9
299485,2396436510,807.0,70.8,0.928,9
299585,2397236511,800.0,70.8,0.905,9
299687,2398052512,816.0,70.8,0.9,9
299788,2398860511,807.0,70.8,0.837,9
299886,2399644511,784.0,73.5,0.822,9
299985,2400436512,792.0,74.3,0.838,9
300083,2401220511,783.0,74.3,0.776,9
300208,2402220511,1000.0,74.3,0.656,9
300309,2403028511,808.0,74.3,0.644,9
300433,2404020512,992.0,74.3,0.478,9
300510,2404636511,615.0,74.3,0.641,9
300614,2405468511,832.0,74.3,0.656,9
300730,2406396511,928.0,74.3,0.544,9
300782,2406812512,416.0,74.3,0.737,9
300895,2407716511,903.0,72.1,0.755,9
301002,2408572510,855.0,70.2,0.787,9
301108,2409420511,848.0,70.8,0.763,9
301218,2410300511,880.0,70.2,0.774,9
301323,2411140511,840.0,70.8,0.786,9
301427,2411972511,832.0,70.8,0.804,9
301535,2412836513,864.0,70.2,0.818,9
301640,2413676510,839.0,70.8,0.802,9
301738,2414460515,784.0,70.8,0.731,9
301895,2415716512,1255.0,70.8,0.526,9
302000,2416556512,840.0,71.4,0.538,9
302100,2417356512,800.0,71.4,0.595,9
302214,2418268511,911.0,71.4,0.512,9
302322,2419132511,864.0,71.4,0.49,9
302425,2419956511,824.0,71.4,0.513,9
302527,2420772511,816.0,71.5,0.609,9
302638,2421660511,888.0,71.4,0.514,9
302753,2422580512,920.0,69.4,0.458,9
302854,2423388511,807.0,71.4,0.508,9
302971,2424324511,936.0,69.4,0.426,9
303075,2425156511,832.0,69.4,0.492,9
303151,2425764512,608.0,72.1,0.638,9
303277,2426772511,1007.0,72.1,0.599,9
303397,2427732511,960.0,67.6,0.47,9
303482,2428412512,680.0,67.6,0.684,9
303588,2429260511,847.0,70.8,0.639,9
303685,2430036511,776.0,72.1,0.644,9
303792,2430892511,856.0,70.8,0.644,9
303883,2431620511,728.0,72.1,0.661,9
303992,2432492511,872.0,70.8,0.648,9
304082,2433212511,720.0,70.8,0.567,9
304193,2434100511,888.0,70.8,0.632,9
304293,2434900512,800.0,75.0,0.599,9
304399,2435748511,847.0,70.8,0.64,9
304494,2436508512,760.0,75.0,0.599,9
304604,2437388511,879.0,70.8,0.662,9
304714,2438268512,880.0,70.8,0.897,9
304796,2438924512,656.0,70.8,0.795,9
304937,2440052511,1127.0,70.8,0.608,9
305055,2440996511,944.0,68.3,0.772,9
305151,2441764512,768.0,70.8,0.871,9
305221,2442324511,559.0,70.8,0.543,9
305344,2443308512,984.0,68.3,0.656,9
305451,2444164512,856.0,68.3,0.63,9
305558,2445020512,856.0,70.1,0.649,9
305672,2445932512,912.0,70.1,0.662,9
305776,2446764512,832.0,70.1,0.698,9
305868,2447500511,735.0,70.1,0.569,9
305994,2448508512,1008.0,70.1,0.892,9
306089,2449268512,760.0,70.1,0.928,9
306183,2450020511,751.0,70.1,0.851,9
306280,2450796511,776.0,72.1,0.795,9
306379,2451588511,792.0,75.8,0.756,9
306487,2452452511,864.0,75.8,0.826,9
306596,2453324511,872.0,75.8,0.913,9
306695,2454116511,792.0,75.8,0.89,9
306797,2454932512,816.0,75.8,0.896,9
306896,2455724511,791.0,75.8,0.906,9
306995,2456516512,792.0,75.8,0.883,9
307090,2457276513,760.0,75.8,0.902,9
307197,2458132512,855.0,75.8,0.92,9
307277,2458772511,639.0,75.8,0.58,9
307385,2459636511,864.0,75.8,0.656,9
307479,2460388511,752.0,75.8,0.633,9
307587,2461252515,864.0,75.8,0.642,9
307695,2462116511,863.0,75.8,0.68,9
307794,2462908512,792.0,75.8,0.682,9
307897,2463732510,823.0,72.9,0.656,9
