t_us,last_committed_t_us,polarity,template_correlation,autocorr_estimated_rr_ms,firmware_expected_rr_ms,candidate_peak_count,final_peak_count,inserted_peak_count,firmware_matched_count,multiscale_peak_count,elgendi_peak_count,dual_detector_peak_count,single_detector_peak_count,detector_consensus_ratio,detector_time_spread_p95_ms,stable_reference_rr_ms,local_dual_rr_ms,local_dual_rr_robust_cv,reference_update_reason,waveform_amplitude,commit_until_t_us,latest_sample_t_us,reinit_reason
9168758043,9161094044,1,1.000000,751.999000,816.001000,26,0,0,0,26,26,26,0,1.000000,0.000000,747.047692,751.999000,0.094632,dual_strong_update,4.157437,9161372043,9168622043,
9173758044,9165894043,1,1.000000,816.000000,835.998000,25,0,0,0,25,25,25,0,1.000000,0.000000,797.726685,816.000000,0.087215,dual_strong_update,4.152722,9166412047,9173662047,
9178758044,9170974043,1,1.000000,816.000000,839.996000,24,0,0,0,24,24,24,0,1.000000,0.000000,815.986251,816.000000,0.072676,dual_strong_update,4.328555,9171476045,9178726045,
9183758044,9175918045,1,1.000000,815.999000,791.998000,24,0,0,0,24,24,24,0,1.000000,0.000000,803.694889,815.999000,0.072678,dual_strong_update,4.396195,9176340043,9183590043,
9188758044,9181166043,1,1.000000,796.000000,872.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,797.916634,796.000000,0.081952,dual_strong_update,4.509561,9181412045,9188662045,
9193758045,9185982047,1,1.000000,808.000000,860.001000,23,0,0,0,23,23,23,0,1.000000,0.000000,801.441499,808.000000,0.117434,dual_strong_update,4.340581,9186500044,9193750044,
9198758045,9191334047,1,1.000000,844.001500,860.001000,23,1,0,1,23,23,23,0,1.000000,0.000000,843.758330,844.001500,0.063241,dual_strong_update,4.242820,9191364046,9198614046,
9203766047,9196422043,1,1.000000,864.000000,839.998000,22,1,0,1,22,22,22,0,1.000000,0.000000,863.896193,864.000000,0.041176,dual_strong_update,4.479421,9196452043,9203702043,
9208774043,9201398043,1,0.956522,839.999000,839.998000,23,1,0,1,22,23,22,1,0.956522,0.000000,844.366803,839.999000,0.042362,dual_strong_update,4.747706,9201508047,9208758047,
9213774043,9205606043,1,1.000000,839.998500,848.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,840.010116,839.998500,0.042359,dual_strong_update,4.515277,9206388045,9213638045,
9218774045,9210702043,1,1.000000,848.000000,856.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,847.980186,848.000000,0.027980,dual_strong_update,4.552306,9211452043,9218702043,
9223782045,9215918043,1,1.000000,808.000000,807.996000,24,0,0,0,24,24,24,0,1.000000,0.000000,819.556847,808.000000,0.102754,dual_strong_update,4.293303,9216476046,9223726046,
9228790043,9221134043,1,0.958333,807.998000,803.998000,24,0,0,0,23,24,23,1,0.958333,0.000000,808.004305,807.998000,0.110098,dual_strong_update,4.401410,9221372043,9228622043,
9233790043,9225926046,1,1.000000,800.000000,816.000000,23,0,0,0,23,23,23,0,1.000000,0.000000,800.264527,800.000000,0.074132,dual_strong_update,4.532401,9226452043,9233702043,
9238790043,9231262047,1,1.000000,808.000000,816.000000,24,0,0,0,24,24,24,0,1.000000,0.000000,809.576625,808.000000,0.058717,dual_strong_update,4.365908,9231524043,9238774043,
9243790043,9236166045,1,1.000000,800.002000,804.001000,24,0,0,0,24,24,24,0,1.000000,0.000000,806.019166,800.002000,0.103789,dual_strong_update,4.524292,9236372043,9243622043,
9248790047,9241422047,1,1.000000,759.999500,732.000000,25,1,0,1,25,25,25,0,1.000000,0.000000,762.646702,759.999500,0.078037,dual_strong_update,4.629973,9241436043,9248686043,
9253798043,9246382044,1,0.960000,751.999000,772.001500,25,1,0,1,24,25,24,1,0.960000,0.000000,757.104920,751.999000,0.094640,dual_strong_update,4.482240,9246500043,9253750043,
9258798043,9251286047,1,1.000000,768.002000,832.000000,25,1,0,1,25,25,25,0,1.000000,0.000000,769.459905,768.002000,0.123546,dual_strong_update,4.539485,9251396045,9258646045,
9263798046,9256262043,1,1.000000,768.002000,764.000000,25,0,0,0,25,25,25,0,1.000000,0.000000,770.271012,768.002000,0.123546,dual_strong_update,4.401040,9256476046,9263726046,
9268806043,9261358043,1,0.960000,775.998000,748.000000,25,1,0,1,24,25,24,1,0.960000,0.000000,776.654982,775.998000,0.106982,dual_strong_update,4.502491,9261548044,9268798044,
9273806043,9265790043,1,1.000000,775.999000,784.001500,25,0,0,0,25,25,25,0,1.000000,0.000000,775.999658,775.999000,0.053498,dual_strong_update,4.546936,9266404046,9273654046,
9278806046,9271302046,1,1.000000,775.999000,780.001500,25,1,0,1,25,25,25,0,1.000000,0.000000,775.186597,775.999000,0.045854,dual_strong_update,4.559463,9271500043,9278750043,
9283814043,9276070047,1,1.000000,772.001000,767.998000,25,0,0,0,25,25,25,0,1.000000,0.000000,774.249088,772.001000,0.053766,dual_strong_update,4.788312,9276388047,9283638047,
9288814044,9281318047,1,1.000000,744.004000,712.002000,26,1,0,1,26,26,26,0,1.000000,0.000000,750.119686,744.004000,0.095659,dual_strong_update,5.148195,9281492045,9288742045,
9293822045,9286126043,1,1.000000,704.002000,696.000000,27,0,0,0,27,27,27,0,1.000000,0.000000,706.912607,704.002000,0.050548,dual_strong_update,5.633480,9286372047,9293622047,
9298830045,9291014047,1,1.000000,688.003000,695.997000,28,0,0,0,28,28,28,0,1.000000,0.000000,691.973027,688.003000,0.034472,dual_strong_update,5.753975,9291452043,9298702043,
