seq,t_us,rr_ms,hr_bpm,score,flags
68195,786460278,817.0,67.3,0.765,9
68261,787280779,820.0,73.2,0.767,9
68330,788067515,786.0,73.4,0.792,9
68398,788845543,778.0,75.7,0.814,9
68473,789738436,892.0,75.7,0.747,9
68540,790507955,769.0,75.7,0.786,9
68602,791237458,729.0,75.7,0.8,9
68668,791999155,761.0,76.3,0.832,9
68745,792907042,907.0,76.3,0.725,9
68811,793668644,761.0,77.1,0.791,9
68877,794429888,761.0,78.0,0.784,9
68938,795151233,721.0,78.8,0.777,9
69001,795887899,736.0,78.8,0.819,9
69062,796608335,720.0,78.8,0.85,9
69128,797368638,760.0,78.9,0.851,9
69195,798137239,768.0,78.8,0.818,9
69259,798881979,744.0,78.9,0.807,9
69329,799674790,792.0,78.9,0.781,9
69381,800324498,649.0,80.6,0.806,9
69445,801069398,744.0,80.6,0.856,9
69506,801731723,662.0,80.6,0.793,9
69569,802468329,736.0,80.6,0.806,9
69634,803221228,752.0,80.6,0.807,9
69695,803942453,721.0,80.6,0.817,9
69758,804679346,736.0,81.5,0.832,9
69827,805464396,785.0,81.5,0.789,9
69888,806184779,720.0,81.5,0.812,9
69944,806865125,680.0,81.5,0.822,9
70013,807649967,784.0,81.5,0.799,9
70073,808362661,712.0,81.5,0.832,9
70142,809147113,784.0,81.5,0.778,9
70209,809915006,767.0,81.5,0.767,9
70267,810611571,696.0,81.5,0.757,9
70326,811316079,704.0,83.3,0.761,9
70392,812076419,760.0,83.3,0.777,9
70458,812836767,760.0,78.9,0.778,9
70524,813597122,760.0,78.9,0.806,9
70591,814366011,768.0,78.9,0.805,9
70655,815111023,745.0,78.9,0.821,9
70729,815995267,884.0,78.9,0.716,9
70793,816740571,745.0,78.9,0.76,9
70857,817485683,745.0,78.9,0.779,9
70919,818214435,728.0,78.9,0.825,9
70989,819007295,792.0,78.9,0.824,9
71056,819776447,769.0,78.9,0.826,9
71133,820684690,908.0,78.1,0.695,9
71190,821374762,690.0,80.5,0.808,9
71256,822136709,761.0,78.8,0.82,9
71332,823036934,900.0,78.8,0.753,9
71393,823700017,663.0,78.8,0.807,9
71458,824453340,753.0,78.8,0.834,9
71521,825190531,737.0,78.8,0.805,9
71592,826049723,859.0,78.8,0.741,9
71640,826608481,558.0,79.7,0.697,9
71703,827345447,736.0,81.4,0.843,9
71771,828122437,776.0,79.7,0.819,9
71828,828811850,689.0,81.4,0.82,9
71894,829573273,761.0,81.4,0.854,9
71957,830310910,737.0,81.4,0.846,9
72021,831056172,745.0,81.4,0.842,9
72087,831817464,761.0,80.5,0.833,9
72149,832546668,729.0,81.4,0.821,9
72202,833145615,598.0,81.4,0.747,9
72258,833768740,623.0,81.4,0.794,9
72322,834514284,745.0,81.4,0.81,9
72382,835227904,713.0,81.4,0.838,9
72449,835997739,769.0,81.4,0.841,9
72518,836842113,844.0,80.5,0.739,9
72579,837505172,663.0,82.3,0.756,9
72640,838226142,720.0,83.3,0.807,9
72702,838955323,729.0,83.3,0.818,9
72770,839732118,776.0,82.3,0.808,9
72840,840582751,850.0,80.5,0.688,9
72903,841319610,736.0,81.5,0.759,9
72969,842080678,761.0,78.8,0.782,9
73039,842873893,793.0,78.8,0.82,9
73106,843642877,768.0,78.8,0.789,9
73164,844340245,697.0,78.8,0.797,9
73226,845069096,728.0,78.8,0.84,9
73288,845797955,728.0,78.8,0.848,9
73349,846518878,720.0,81.5,0.826,9
73421,847327464,808.0,81.5,0.787,9
73479,848023927,696.0,82.4,0.808,9
73542,848760645,736.0,82.4,0.795,9
73597,849375447,614.0,82.4,0.767,9
73654,850065096,689.0,83.3,0.839,9
73711,850696503,631.0,83.3,0.752,9
73766,851370385,673.0,86.2,0.809,9
73822,851994149,623.0,87.1,0.758,9
73874,852585520,591.0,89.2,0.676,9
73931,853275329,689.0,89.2,0.82,9
73988,853965022,689.0,89.2,0.824,9
74051,854643989,678.0,89.2,0.801,9
74109,855341543,697.0,88.5,0.799,9
74166,856030576,689.0,88.5,0.817,9
74214,856589916,559.0,88.5,0.785,9
74282,857367848,777.0,87.1,0.741,9
74337,857983419,615.0,87.1,0.725,9
74382,858518307,534.0,87.1,0.679,9
74436,859184131,665.0,88.5,0.752,9
74497,859847458,663.0,90.2,0.805,9
74551,860513380,665.0,90.2,0.827,9
74602,861096757,583.0,90.5,0.725,9
74657,861712876,616.0,97.4,0.807,9
74709,862362413,649.0,92.4,0.821,9
74784,863196245,833.0,92.4,0.563,9
74834,863771391,575.0,92.4,0.744,9
74893,864476565,705.0,90.5,0.769,9
74949,865157955,681.0,90.5,0.817,9
75009,865812785,654.0,91.7,0.81,9
75072,866549876,737.0,91.7,0.746,9
75137,867303246,753.0,88.1,0.733,9
75199,868032739,729.0,85.1,0.801,9
75258,868738001,705.0,85.1,0.855,9
75322,869482785,744.0,85.1,0.816,9
75386,870227605,744.0,82.3,0.796,9
75460,871110369,882.0,81.4,0.662,9
75521,871772498,662.0,81.4,0.777,9
75579,872468932,696.0,81.4,0.845,9
75656,873376441,907.0,80.6,0.659,9
